search,result,viaf,lc,isni,ratio,partialRatio,tokenSort,tokenSet,avg,
"Weitzmann, Kurt","Weitzmann, Kurt, 1904-1993",http://viaf.org/viaf/34464342,http://id.loc.gov/authorities/names/n50002420,http://isni.org/isni/000000010886221X,73,100,74,100,"86,75",
"Weizsäcker, Heinrich","Weizs&#xE4;cker, Carl Friedrich von, 1912-2007.",http://viaf.org/viaf/71399085,http://id.loc.gov/authorities/names/n79097438,http://isni.org/isni/0000000109135145,48,60,43,43,"48,5",
"Welcker, Friedrich Gottlieb",,http://viaf.org/viaf/39414089,,,,,,,,
"Werckmeister, O. K.","Werckmeister, Otto-Karl 1934-",http://viaf.org/viaf/89457065,http://id.loc.gov/authorities/names/n82095009,http://isni.org/isni/0000000061859725,67,79,74,86,"76,5",
"Werner, Alfred",,http://viaf.org/viaf/56619941,,,,,,,,
"Wernert, Emil",,,,,,,,,,
"Wescher, Hertha","Wescher, Herta.",http://viaf.org/viaf/37422367,http://id.loc.gov/authorities/names/nr97037869,http://isni.org/isni/0000000117586042,93,93,96,96,"94,5",
"Wescher, Paul","Wescher, Paul, 1896-1974",http://viaf.org/viaf/61695540,http://id.loc.gov/authorities/names/nr96038437,http://isni.org/isni/0000000361324116,70,100,71,100,"85,25",
"Wessem, Jan Nicolas, van",,http://viaf.org/viaf/81773528,,,,,,,,
"Westheim, Paul",,http://viaf.org/viaf/161042429,,,,,,,,
"Weston, Karl E.","Weston, Karl Ephraim, 1874-",http://viaf.org/viaf/41187507,http://id.loc.gov/authorities/names/n2001060926,http://isni.org/isni/0000000038364230,67,93,70,92,"80,5",
"Wethey, Harold E.","Wethey, Harold E. (Harold Edwin), 1902-1984",http://viaf.org/viaf/17307437,http://id.loc.gov/authorities/names/n85306965,http://isni.org/isni/0000000120216982,57,100,57,100,"78,5",
"Wettstein, Janine",,http://viaf.org/viaf/166510090,,,0,0,0,0,0,
"Weyerman, Jacob Campo","Weyerman, Jacob Campo, 1677-1747",http://viaf.org/viaf/49264450,http://id.loc.gov/authorities/names/n85102141,http://isni.org/isni/0000000108986212,79,100,80,100,"89,75",
"Wharton, Edith","Wharton, Edith, 1862-1937.",http://viaf.org/viaf/17230986,http://id.loc.gov/authorities/names/n79151500,http://isni.org/isni/000000012122241X,70,100,72,100,"85,5",
"Wheeler, Robert Eric Mortimer, Sir","Wheeler, Mortimer, 1890-1976.",http://viaf.org/viaf/49233014,http://id.loc.gov/authorities/names/n79078125,http://isni.org/isni/0000000121472160,60,59,59,76,"63,5",
"Whewell, William","Whewell, William, 1794-1866",http://viaf.org/viaf/29606152,http://id.loc.gov/authorities/names/n50019040,http://isni.org/isni/0000000120230805,77,94,75,100,"86,5",
"Whinney, Margaret","Whinney, Margaret Dickens",http://viaf.org/viaf/39439181,http://id.loc.gov/authorities/names/n50017898,http://isni.org/isni/0000000110252496,81,100,80,100,"90,25",
"White, Christopher, Sir","White, Christopher, 1930-....",http://viaf.org/viaf/109290069,http://id.loc.gov/authorities/names/n50017884,http://isni.org/isni/0000000115801968,77,87,79,89,83,
"White, John",,http://viaf.org/viaf/41852183,,,,,,,,
"White, William",,http://viaf.org/viaf/30599002,,,,,,,,
"Whitehill, Walter Muir","Whitehill, Walter Muir, 1905-1978",http://viaf.org/viaf/110226123,http://id.loc.gov/authorities/names/n50019891,http://isni.org/isni/0000000121475740,80,100,81,100,"90,25",
"Whiting, Frederic A.",,http://viaf.org/viaf/187534078,,,0,0,0,0,0,
"Whitley, William Thomas","Whitley, William T. (William Thomas), 1858-1942",http://viaf.org/viaf/26686099,http://id.loc.gov/authorities/names/no98099896,http://isni.org/isni/0000000071018655,66,78,69,100,"78,25",
"Whittemore, Thomas",,http://viaf.org/viaf/60262770,,,,,,,,
"Wichert, Fritz","Wichert, Fritz, 1878-1951",http://viaf.org/viaf/22934911,http://id.loc.gov/authorities/names/n84126773,http://isni.org/isni/0000000024472927,72,100,72,100,86,
"Wickhoff, Franz",,http://viaf.org/viaf/5145857764823020604,,,,,,,,
"Wiebenson, Dora","Wiebenson, Dora",http://viaf.org/viaf/32024,http://id.loc.gov/authorities/names/n50016230,http://isni.org/isni/000000008348969X,100,100,100,100,100,
"Wiegand, Schreiber",,,,,,,,,,
"Wiegand, Theodor",,http://viaf.org/viaf/12347811,,,,,,,,
"Wight, Frederick Stallknecht Van Buren","Wight, Frederick Stallknecht, 1902-1986",http://viaf.org/viaf/88935042,http://id.loc.gov/authorities/names/n50015693,http://isni.org/isni/0000000114771939,75,76,76,84,"77,75",
"Wilde, Eduard Leon Louis, de",,http://viaf.org/viaf/23526887,,,0,0,0,0,0,
"Wilde, Johannes",,http://viaf.org/viaf/39407265,,,,,,,,
"Wildenstein, Daniel","Wildenstein, Daniel, 1917-2001",http://viaf.org/viaf/46768610,http://id.loc.gov/authorities/names/n50019272,http://isni.org/isni/000000010895531X,56,70,55,73,"63,5",
"Wildenstein, Georges",,http://viaf.org/viaf/71450945,,,,,,,,
"Wilkinson, Charles",,http://viaf.org/viaf/112030199,,,,,,,,
"Willett, Frank","Willett, Frank",http://viaf.org/viaf/17369250,http://id.loc.gov/authorities/names/n79139363,http://isni.org/isni/0000000118330962,93,100,100,100,"98,25",
"Williams, Jane Welch","Williams, Jane Welch",http://viaf.org/viaf/39447008,http://id.loc.gov/authorities/names/n92047035,http://isni.org/isni/0000000081182440,100,100,100,100,100,
"Williams, Sylvia H.","Williams, Sylvia H.",http://viaf.org/viaf/42078627,http://id.loc.gov/authorities/names/n93060292,http://isni.org/isni/0000000031186136,100,100,100,100,100,
"Willigen, Adriaan, van der","Willigen, Adriaan &#x98;van der&#x9C; 1766-1841",http://viaf.org/viaf/7567126,http://id.loc.gov/authorities/names/n82117842,http://isni.org/isni/0000000032439908,69,79,73,100,"80,25",
"Willigen, Adriaan, van der, Pz.","Willigen, Adriaan &#x98;van der&#x9C; 1766-1841",http://viaf.org/viaf/7567126,http://id.loc.gov/authorities/names/n82117842,http://isni.org/isni/0000000032439908,65,76,70,94,"76,25",
"Willis, Browne","Willis, Browne, 1682-1760",http://viaf.org/viaf/62717191,http://id.loc.gov/authorities/names/n85199406,http://isni.org/isni/0000000066883564,72,100,72,100,86,
"Willis, Frederick Charles",,http://viaf.org/viaf/41930295,,,,,,,,
"Willis, Robert","Wills, Bob, 1905-1975",http://viaf.org/viaf/10035134,http://id.loc.gov/authorities/names/n82096228,http://isni.org/isni/0000000059342540,54,62,50,50,54,
"Willrich, Wolfgang","Willrich, Wolfgang, 1897-1948",http://viaf.org/viaf/10622276,http://id.loc.gov/authorities/names/n99010822,http://isni.org/isni/0000000085009098,79,95,77,100,"87,75",
"Wilmerding, John",,http://viaf.org/viaf/29546258,,,,,,,,
"Wilpert, Josef","Wilpert, Joseph, 1857-1944",http://viaf.org/viaf/69143469,http://id.loc.gov/authorities/names/n86803039,http://isni.org/isni/0000000114473245,65,93,65,70,"73,25",
"Wilson, Juliet","Wilson-Bareau, Juliet",http://viaf.org/viaf/31991055,http://id.loc.gov/authorities/names/n82112708,http://isni.org/isni/0000000110236402,80,57,79,100,79,
"Wilson, Ralph Pinder","Pinder-Wilson, Ralph H.",http://viaf.org/viaf/56658946,http://id.loc.gov/authorities/names/n50011073,http://isni.org/isni/0000000081353836,62,74,95,100,"82,75",
"Winckelmann, Johann Joachim","Winckelmann, Johann Joachim, 1717-1768",http://viaf.org/viaf/64019631,http://id.loc.gov/authorities/names/n50015795,http://isni.org/isni/0000000122809108,83,100,84,100,"91,75",
"Wind, Edgar",,http://viaf.org/viaf/9871141,,,,,,,,
"Winkler, Friedrich","Winkler, Friedrich, 1888-1965",http://viaf.org/viaf/95296240,http://id.loc.gov/authorities/names/n87898675,http://isni.org/isni/0000000109273644,77,100,77,100,"88,5",
"Winlock, Herbert Eustis",,http://viaf.org/viaf/64365687,,,,,,,,
"Winnefeld, Hermann","Wiegand, Theodor, 1864-1936",http://viaf.org/viaf/12347811,http://id.loc.gov/authorities/names/n83165522,http://isni.org/isni/0000000080913336,36,44,38,38,39,
"Winter, Franz",,http://viaf.org/viaf/5177743,,,,,,,,
"Wirth, Zdenek","Wirth, Zde&#x30C;nek, 1878-1961",http://viaf.org/viaf/57696550,http://id.loc.gov/authorities/names/n83215004,http://isni.org/isni/000000010904979X,61,67,45,59,58,
"With, Karl","With, Karl, 1891-1980",http://viaf.org/viaf/109753244,http://id.loc.gov/authorities/names/no98071139,http://isni.org/isni/0000000109336932,65,100,64,100,"82,25",
"Witt, Robert, Sir",,http://viaf.org/viaf/7517802,,,,,,,,
"Witte, Fritz","Witte, Fritz, 1876-1937",http://viaf.org/viaf/67242437,http://id.loc.gov/authorities/names/n82037649,http://isni.org/isni/0000000109114053,70,93,69,100,83,
"Witting, Felix","Witting, Felix, 1873-....",http://viaf.org/viaf/88927093,http://id.loc.gov/authorities/names/no2009027669,http://isni.org/isni/0000000079502310,72,100,84,100,89,
"Wittkower, Margot","Wittkower, Margot",http://viaf.org/viaf/32059664,http://id.loc.gov/authorities/names/n81149989,http://isni.org/isni/0000000121267546,100,100,100,100,100,
"Wittkower, Rudi",,http://viaf.org/viaf/24618617,,,0,0,0,0,0,
"Wittmann, Otto, Jr.",,http://viaf.org/viaf/37693433,,,0,0,0,0,0,
"Wixom, William D",,http://viaf.org/viaf/49353893,,,0,0,0,0,0,
"Woermann, Karl","Woermann, Karl, 1844-1933",http://viaf.org/viaf/57392663,http://id.loc.gov/authorities/names/n96029147,http://isni.org/isni/0000000081370329,72,100,72,100,86,
"Wohl, Hellmut",,http://viaf.org/viaf/6298919,,,,,,,,
"Wolf, Walther",,http://viaf.org/viaf/99869894,,,,,,,,
"Wolff Metternich, Franziskus, Graf von","Wolff Metternich, Franz 1893-1978",http://viaf.org/viaf/52485401,http://id.loc.gov/authorities/names/nr88007176,http://isni.org/isni/0000000121331587,68,73,65,67,"68,25",
"Wölfflin, Heinrich",,http://viaf.org/viaf/44306790,,,,,,,,
"Wolfsgruben, Cölestin",,,,,,,,,,
"Wolters, Alfred","Wolters, Alfred, 1884-1973",http://viaf.org/viaf/77093379,http://id.loc.gov/authorities/names/n2006000011,http://isni.org/isni/0000000109904100,74,94,74,100,"85,5",
"Wolters, Christian",,,,,,,,,,
"Wolters, Paul",,http://viaf.org/viaf/74226426,,,,,,,,
"Woltmann, Alfred",,http://viaf.org/viaf/25379847,,,,,,,,
"Wood, James N.",,http://viaf.org/viaf/39463731,,,,,,,,
"Woodall, Mary","Woodall, Mary.",http://viaf.org/viaf/1101279,http://id.loc.gov/authorities/names/no97033384,http://isni.org/isni/0000000115852669,96,100,100,100,99,
"Woodruff, Helen","Woodruff, Helen S. (Helen Smith), 1888-1924",http://viaf.org/viaf/6992444,http://id.loc.gov/authorities/names/no97010074,http://isni.org/isni/000000005357683X,52,100,54,100,"76,5",
"Wormald, Francis","Wormald, Francis, 1904-1972",http://viaf.org/viaf/10853721,http://id.loc.gov/authorities/names/n84058671,http://isni.org/isni/0000000110382506,77,94,75,100,"86,5",
"Wornum, Ralph Nicholson",,http://viaf.org/viaf/45084957,,,,,,,,
"Worringer, Wilhelm",,http://viaf.org/viaf/27143983,,,,,,,,
"Worsley, Giles Arthington","Worsley, Giles.",http://viaf.org/viaf/34539988,http://id.loc.gov/authorities/names/n92012769,http://isni.org/isni/000000012127405X,67,93,70,100,"82,5",
"Wotschitzky, Alfons",,http://viaf.org/viaf/37972645,,,0,0,0,0,0,
"Wrede, Walther",,http://viaf.org/viaf/172029375,,,,,,,,
"Wulff, Oskar",,http://viaf.org/viaf/62324949,,,,,,,,
"Würtenberger, Franzsepp","W&#xFC;rtenberger, Franzsepp, 1909-1998",http://viaf.org/viaf/112533866,http://id.loc.gov/authorities/names/n82000915,http://isni.org/isni/000000011954222X,71,91,70,70,"75,5",
"Wurzbach, Alfred Wolfgang von","Wurzbach, Wolfgang &#x98;von&#x9C; 1879-1957",http://viaf.org/viaf/76307152,http://id.loc.gov/authorities/names/nr00001454,http://isni.org/isni/0000000109168350,60,76,66,86,72,
"Wyatt, Matthew Digby","Wyatt, M. Digby (Matthew Digby), Sir, 1820-1877",http://viaf.org/viaf/38550351,http://id.loc.gov/authorities/names/n91034500,http://isni.org/isni/0000000108892240,60,75,63,100,"74,5",
Xenokrates,Xenocrates 4e E. v. Chr Chalcedonius,http://viaf.org/viaf/99954624,http://id.loc.gov/authorities/names/n83319392,http://isni.org/isni/000000006962404X,39,90,41,41,"52,75",
"Xyngopoulos, Andreas",,http://viaf.org/viaf/49268300,,,,,,,,
"Yashiro, Yukio","Yashiro, Yukio, 1890-1975",http://viaf.org/viaf/2995813,http://id.loc.gov/authorities/names/n84178476,http://isni.org/isni/000000010948955X,72,100,72,100,86,
"Yates, Frances, Dame","Yates, Frances Amelia, 1899-1981.",http://viaf.org/viaf/44313166,http://id.loc.gov/authorities/names/n50014251,http://isni.org/isni/0000000121303017,60,85,71,84,75,
"Young, Andrew McLaren","Young, Andrew McLaren, 1913-1975",http://viaf.org/viaf/5034225,http://id.loc.gov/authorities/names/n79055558,http://isni.org/isni/0000000110362257,79,100,80,100,"89,75",
"Zabelin, Ivan","Zabelin, Ivan Egorovi&#x10D;, 1820-1908",http://viaf.org/viaf/37095382,http://id.loc.gov/authorities/names/n85132496,http://isni.org/isni/0000000110250132,50,100,51,100,"75,25",
"Zahn, Albert von","Zahn, Albert &#x98;von&#x9C; 1836-1873",http://viaf.org/viaf/32761222,http://id.loc.gov/authorities/names/no2009151138,http://isni.org/isni/0000000071021651,59,81,62,100,"75,5",
"Zahn, Robert",,http://viaf.org/viaf/17986880,,,,,,,,
"Zakhariev, Vassil Ivanov",,http://viaf.org/viaf/59880004,,,,,,,,
"Zanetti, Antonio Maria Alesandro",,http://viaf.org/viaf/36909840,,,,,,,,
"Zani, Pietro","Zani, Pietro, 1748-1821",http://viaf.org/viaf/24591488,http://id.loc.gov/authorities/names/n2011052128,http://isni.org/isni/0000000071541753,69,100,69,100,"84,5",
"Zarnecki, George",,http://viaf.org/viaf/54188551,,,,,,,,
"Zeitler, Rudolf","Zeitler, Rudolf, 1912-....",http://viaf.org/viaf/109177008,http://id.loc.gov/authorities/names/n82010693,http://isni.org/isni/0000000109326742,73,100,85,100,"89,5",
"Zeri, Federico","Zeri, Federico, 1921-1998",http://viaf.org/viaf/17237451,http://id.loc.gov/authorities/names/n50014073,http://isni.org/isni/0000000122769898,72,100,72,100,86,
"Zerner, Henri Thomas",,http://viaf.org/viaf/34464645,,,0,0,0,0,0,
"Zervos, Christian",,http://viaf.org/viaf/100169731,,,,,,,,
"Zevi, Bruno",,http://viaf.org/viaf/108404731,,,,,,,,
"Zigrosser, Carl",,http://viaf.org/viaf/92940879,,,,,,,,
"Zimmer, Friedrich","Zimmer, Friedrich, 1855-1919",http://viaf.org/viaf/67231522,http://id.loc.gov/authorities/names/no99087229,http://isni.org/isni/000000004196486X,76,100,76,100,88,
"Zimmer, Heinrich R.","Zimmer, Heinrich Robert, 1890-1943.",http://viaf.org/viaf/17226114,http://id.loc.gov/authorities/names/n79053938,http://isni.org/isni/0000000108744299,70,95,69,94,82,
"Zimmermann, Max Georg",,http://viaf.org/viaf/59850362,,,0,0,0,0,0,
"Zoëga, Georg","Zoe&#x34F;&#x308;ga, Georg, 1755-1809",http://viaf.org/viaf/69064075,http://id.loc.gov/authorities/names/no2010091276,http://isni.org/isni/0000000079772898,47,71,38,67,"55,75",
"Zoege von Manteuffel, Claus","Zoege von Manteuffel, Claus 1926-2009",http://viaf.org/viaf/46872310,http://id.loc.gov/authorities/names/n96096632,http://isni.org/isni/0000000043980580,84,100,84,100,92,
"Zoege von Manteuffel, Kurt, Baron",,http://viaf.org/viaf/27055335,,,,,,,,
"Zschietzschmann, Willy",,http://viaf.org/viaf/15554464,,,,,,,,
"Züchner, Wolfgang","Z&#xFC;chner, Wolfgang",http://viaf.org/viaf/42201601,http://id.loc.gov/authorities/names/no2004060430,http://isni.org/isni/0000000102684475,78,83,57,80,"74,5",
"Zucker, Paul","Zucker, Paul, 1889-1971",http://viaf.org/viaf/39462495,http://id.loc.gov/authorities/names/n88132758,http://isni.org/isni/0000000116248375,70,93,69,100,83,
"Saalman, Howard","Saalman, Howard",http://viaf.org/viaf/34478239,http://id.loc.gov/authorities/names/n82134301,http://isni.org/isni/0000000083709787,100,100,100,100,100,
"Sachs, Paul J.",,http://viaf.org/viaf/8332953,,,,,,,,
"Salas y Bosch, Xavier de","Salas, Xavier &#x98;de&#x9C; 1907-1982",http://viaf.org/viaf/17229173,http://id.loc.gov/authorities/names/n79065039,http://isni.org/isni/000000011213985X,52,67,57,79,"63,75",
"Salerno, Luigi","Salerno, Luigi, 1924-1992",http://viaf.org/viaf/250203782,http://id.loc.gov/authorities/names/n84056957,http://isni.org/isni/0000000370822459,72,100,72,100,86,
"Salet, Francis","Salet, Francis, 1909-2000",http://viaf.org/viaf/22148439,http://id.loc.gov/authorities/names/n81128529,http://isni.org/isni/0000000114690709,72,100,72,100,86,
"Salis, Arnold von","Salis, Arnold &#x98;von&#x9C; 1881-1958",http://viaf.org/viaf/110854270,http://id.loc.gov/authorities/names/no2011152161,http://isni.org/isni/0000000121477500,61,82,64,100,"76,75",
"Salles, Georges","Salles, Georges, 1889-1966",http://viaf.org/viaf/89577656,http://id.loc.gov/authorities/names/n85066025,http://isni.org/isni/0000000078213146,73,100,74,100,"86,75",
"Salmi, Mario",,http://viaf.org/viaf/41961605,,,,,,,,
"Salmony, Alfred","Salmony, Alfred, 1890-1958",http://viaf.org/viaf/102384762,http://id.loc.gov/authorities/names/n82037920,http://isni.org/isni/0000000081709687,73,100,74,100,"86,75",
"Salvini, Roberto","Salvini, Roberto, 1912-1985",http://viaf.org/viaf/2476707,http://id.loc.gov/authorities/names/n80028469,http://isni.org/isni/0000000117369486,74,100,75,100,"87,25",
"Sandberg, Willem Jacob Henri Berend, Jonkheer",,http://viaf.org/viaf/118514246,,,0,0,0,0,0,
"Sandler, Irving","Sandler, Irving, 1925-....",http://viaf.org/viaf/98178855,http://id.loc.gov/authorities/names/n50016625,http://isni.org/isni/0000000110790251,73,100,85,100,"89,5",
"Sandler, Lucy Freeman",,http://viaf.org/viaf/69522945,,,,,,,,
"Sandrart, Joachim von",,http://viaf.org/viaf/66562250,,,,,,,,
"Sanfaçon, Roland","Sanfa&#xE7;on, Roland, 1934-",http://viaf.org/viaf/54275230,http://id.loc.gov/authorities/names/no99043210,http://isni.org/isni/0000000073627219,68,62,63,63,64,
"Santi, Giovanni",,http://viaf.org/viaf/302718117,,,,,,,,
"Santos, Reynaldo dos","Santos, Reynaldo dos, 1880-",http://viaf.org/viaf/93090511,http://id.loc.gov/authorities/names/n85092912,http://isni.org/isni/0000000110772619,85,100,88,100,"93,25",
Margherita Sarfatti,,http://viaf.org/viaf/102330009,,,,,,,,
"Sarfatti, Margherita",,http://viaf.org/viaf/102330009,,,,,,,,
"Sarre, Friedrich","Sarre, Friedrich, 1865-1945.",http://viaf.org/viaf/59329325,http://id.loc.gov/authorities/names/n80065533,http://isni.org/isni/0000000110649389,73,100,75,100,87,
"Sas-Zaloziecky, Wladimir","Sas-Zaloziecky, Wladimir, 1896-1959",http://viaf.org/viaf/89475423,http://id.loc.gov/authorities/names/no2011060669,http://isni.org/isni/0000000118218276,81,100,82,100,"90,75",
"Sauer, Bruno","Sauer, Bruno, 1861-1919",http://viaf.org/viaf/8153529,http://id.loc.gov/authorities/names/no97001922,http://isni.org/isni/0000000039891921,69,100,69,100,"84,5",
"Sauerländer, Willibald","Sauerl&#xE4;nder, Willibald, 1924-",http://viaf.org/viaf/109229501,http://id.loc.gov/authorities/names/n85818585,http://isni.org/isni/0000000080783834,75,73,64,68,70,
"Sauerlandt, Max","Sauerlandt, Max, 1880-1934",http://viaf.org/viaf/69697338,http://id.loc.gov/authorities/names/nr88003886,http://isni.org/isni/0000000109130889,73,100,74,100,"86,75",
"Saxl, Fritz",,http://viaf.org/viaf/66486297,,,,,,,,
"Sayre, Eleanor","Sayre, Eleanor A.",http://viaf.org/viaf/40285813,http://id.loc.gov/authorities/names/nr89006083,http://isni.org/isni/0000000116263145,90,100,93,100,"95,75",
"Scaramuccia, Luigi Pellegrino",,http://viaf.org/viaf/84976587,,,0,0,0,0,0,
"Schäffer, Emil","Schaeffer, Emil, 1874-",http://viaf.org/viaf/85439656,http://id.loc.gov/authorities/names/n80115926,http://isni.org/isni/0000000110304209,72,86,77,77,78,
"Schapire, Rosa",,http://viaf.org/viaf/279349847,,,,,,,,
"Schapiro, Meyer",,http://viaf.org/viaf/5009565,,,,,,,,
"Schardt, Alois Jakob","Schardt, Alois 1889-1955",http://viaf.org/viaf/17990883,http://id.loc.gov/authorities/names/no2007137731,http://isni.org/isni/0000000079713142,68,75,62,81,"71,5",
"Scharf, Alfred","Scharf, Alfred",http://viaf.org/viaf/103350775,http://id.loc.gov/authorities/names/nr99023267,http://isni.org/isni/0000000076904154,100,100,100,100,100,
"Scharf, George, Sir","Scharf, George, 1820-1895",http://viaf.org/viaf/14759267,http://id.loc.gov/authorities/names/n87141122,http://isni.org/isni/0000000085741684,71,80,65,87,"75,75",
"Schede, Martin",,http://viaf.org/viaf/72163019,,,,,,,,
"Scheen, Pieter Arie","Scheen, Pieter A. (Pieter Arie), 1916-2003",http://viaf.org/viaf/18626074,http://id.loc.gov/authorities/names/n84126370,http://isni.org/isni/0000000109580476,62,84,65,100,"77,75",
