name,label,viaf,lc,isni,bnf,dnb,wd,wikipedia
Guglielmi C.,"Faldi Guglielmi, Carla",http://viaf.org/viaf/23651491,http://id.loc.gov/authorities/names/n87130430,http://isni.org/isni/0000000079870973,,,,
Guillaume M.,"Guillaume, Marguerite",http://viaf.org/viaf/68930043,http://id.loc.gov/authorities/names/n81114300,http://isni.org/isni/0000000055096303,http://catalogue.bnf.fr/ark:/12148/cb11906358f,http://d-nb.info/gnd/137279248,,
Hartt F.,"Hartt, Frederick",http://viaf.org/viaf/72146947,http://id.loc.gov/authorities/names/n80023587,http://isni.org/isni/0000000120283421,http://catalogue.bnf.fr/ark:/12148/cb12067418j,http://d-nb.info/gnd/11650269X,http://www.wikidata.org/entity/Q5497974,https://en.wikipedia.org/wiki/Frederick_Hartt
Hautecoeur L.,"Hautec&#x153;ur, Louis, 1884-1973",http://viaf.org/viaf/4952933,http://id.loc.gov/authorities/names/no94018776,http://isni.org/isni/0000000120987859,http://catalogue.bnf.fr/ark:/12148/cb12069083c,http://d-nb.info/gnd/122369874,http://www.wikidata.org/entity/Q3262148,https://fr.wikipedia.org/wiki/Louis_Hautec\u00c5\u201cur
Heberle,Kunsthaus Lempertz,http://viaf.org/viaf/129656780,http://id.loc.gov/authorities/names/n82058500,http://isni.org/isni/0000000121702771,http://catalogue.bnf.fr/ark:/12148/cb135089256,http://d-nb.info/gnd/2016687-4,http://www.wikidata.org/entity/Q1272748,https://de.wikipedia.org/wiki/Lempertz
Heinemann F.,"Heinemann, Fritz",http://viaf.org/viaf/46325243,http://id.loc.gov/authorities/names/no91026271,http://isni.org/isni/0000000453022668,,http://d-nb.info/gnd/1131904923,,
Heinemann R.J.,"Heinemann, Rudolf J.",http://viaf.org/viaf/33139613,http://id.loc.gov/authorities/names/n87150871,http://isni.org/isni/0000000021020212,,http://d-nb.info/gnd/131729470,http://www.wikidata.org/entity/Q35134777,
Hermann-Fiore K.,"Herrmann-Fiore, Kristina",http://viaf.org/viaf/233182450,,,,http://d-nb.info/gnd/172155746,,
Herrmann L.,"Herrmann, Luke",http://viaf.org/viaf/12166,http://id.loc.gov/authorities/names/n50029503,http://isni.org/isni/0000000108607614,http://catalogue.bnf.fr/ark:/12148/cb119073967,http://d-nb.info/gnd/174220308,http://www.wikidata.org/entity/Q27110338,https://en.wikipedia.org/wiki/Luke_Herrmann
Hoogewerff G.J.,"Hoogewerff, G.J. (Godefridus Johannes), 1884-1963",http://viaf.org/viaf/39632681,http://id.loc.gov/authorities/names/nr96018051,http://isni.org/isni/0000000061526461,http://catalogue.bnf.fr/ark:/12148/cb146320643,http://d-nb.info/gnd/121418979,http://www.wikidata.org/entity/Q19753889,
Hubbard R.H.,"Hubbard, R.H. (Robert Hamilton), 1916-1989",http://viaf.org/viaf/32835774,http://id.loc.gov/authorities/names/n50031036,http://isni.org/isni/0000000083427448,,http://d-nb.info/gnd/120773805,,
Humfrey P.,"Humfrey, Peter",http://viaf.org/viaf/193599954,http://id.loc.gov/authorities/names/n82133910,http://isni.org/isni/000000011083121X,http://catalogue.bnf.fr/ark:/12148/cb122212914,http://d-nb.info/gnd/132078252,http://www.wikidata.org/entity/Q18720641,
Italian Art,Italian Art,,,,,,,
Jahn Rusconi A.,"Rusconi, Arturo Jahn.",http://viaf.org/viaf/45339502,http://id.loc.gov/authorities/names/no91022290,http://isni.org/isni/0000000117611199,,http://d-nb.info/gnd/127920773,,
Kanter L.,"Kanter, Laurence B.",http://viaf.org/viaf/12889486,http://id.loc.gov/authorities/names/n88072842,http://isni.org/isni/0000000115974260,http://catalogue.bnf.fr/ark:/12148/cb12071693m,http://d-nb.info/gnd/1036944115,,
Kisters H.,"Kisters, Heinz",http://viaf.org/viaf/42917983,,http://isni.org/isni/0000000417543167,,http://d-nb.info/gnd/129468053,http://www.wikidata.org/entity/Q1458012,https://de.wikipedia.org/wiki/Heinz_Kisters
Knapp F.,"Knapp, Fritz",http://viaf.org/viaf/47508882,http://id.loc.gov/authorities/names/n87912238,http://isni.org/isni/0000000108969703,,http://d-nb.info/gnd/11624397X,http://www.wikidata.org/entity/Q12362801,https://et.wikipedia.org/wiki/Fritz_Knapp
Konrad J.A.,Konrad J.A.,,,,,,,
Krohn M.,"Krohn, Mario",http://viaf.org/viaf/306221539,,http://isni.org/isni/0000000398270916,,http://d-nb.info/gnd/1055473386,,
Kronfeld A.,"Kronfeld, Adolf",http://viaf.org/viaf/25356778,http://id.loc.gov/authorities/names/n86130118,http://isni.org/isni/0000000107373908,,http://d-nb.info/gnd/116555165,http://www.wikidata.org/entity/Q363042,https://de.wikipedia.org/wiki/Adolf_Kronfeld
L'Occaso S.,"L'Occaso, Stefano",http://viaf.org/viaf/43671777,http://id.loc.gov/authorities/names/n2003019486,http://isni.org/isni/0000000114713480,http://catalogue.bnf.fr/ark:/12148/cb15551868t,http://d-nb.info/gnd/136779107,,
Laclotte M.,"Laclotte, Michel",http://viaf.org/viaf/39379419,http://id.loc.gov/authorities/names/n81012147,http://isni.org/isni/0000000110570021,http://catalogue.bnf.fr/ark:/12148/cb119104841,http://d-nb.info/gnd/124920381,http://www.wikidata.org/entity/Q672222,https://en.wikipedia.org/wiki/Michel_Laclotte
Laderchi C.,"Laderchi, Camillo",http://viaf.org/viaf/4837432,http://id.loc.gov/authorities/names/nr97030722,http://isni.org/isni/0000000115586241,,http://d-nb.info/gnd/1022466003,,
Lafenestre G.,"Lafenestre, Georges, 1837-1919",http://viaf.org/viaf/107524,http://id.loc.gov/authorities/names/n85378679,http://isni.org/isni/0000000108614240,http://catalogue.bnf.fr/ark:/12148/cb12459879t,http://d-nb.info/gnd/116645016,http://www.wikidata.org/entity/Q1225448,https://de.wikipedia.org/wiki/Georges_Lafenestre
Lamo A.,"Lamo, Alessandro",http://viaf.org/viaf/78697205,http://id.loc.gov/authorities/names/nr99006037,http://isni.org/isni/0000000071492672,,http://d-nb.info/gnd/139488782,http://www.wikidata.org/entity/Q33137047,
Langton Douglas R.,"Douglas, R. Langton (Robert Langton), 1864-1951",http://viaf.org/viaf/15067012,http://id.loc.gov/authorities/names/nr95036562,http://isni.org/isni/0000000444570187,http://catalogue.bnf.fr/ark:/12148/cb15102102g,http://d-nb.info/gnd/132191636,http://www.wikidata.org/entity/Q7346708,https://en.wikipedia.org/wiki/Robert_Langton_Douglas
Lanzi L.,"Lanzi, Luigi",http://viaf.org/viaf/78760428,http://id.loc.gov/authorities/names/n83142490,http://isni.org/isni/0000000121407780,http://catalogue.bnf.fr/ark:/12148/cb120197222,http://d-nb.info/gnd/116731869,http://www.wikidata.org/entity/Q972400,https://ca.wikipedia.org/wiki/Luigi_Lanzi
Laureati L.,"Laureati, Laura",http://viaf.org/viaf/24752467,http://id.loc.gov/authorities/names/n84192449,http://isni.org/isni/0000000063001087,http://catalogue.bnf.fr/ark:/12148/cb13481025h,,,
Lauts J.,"Lauts, Jan",http://viaf.org/viaf/71514521,http://id.loc.gov/authorities/names/n81082856,http://isni.org/isni/0000000121388751,http://catalogue.bnf.fr/ark:/12148/cb126819612,http://d-nb.info/gnd/121583104,http://www.wikidata.org/entity/Q18011168,https://de.wikipedia.org/wiki/Jan_Lauts
Lazareff V.,"Lazarev, Viktor Nikitič",http://viaf.org/viaf/53884,http://id.loc.gov/authorities/names/n79064545,http://isni.org/isni/0000000080760245,http://catalogue.bnf.fr/ark:/12148/cb12180870n,http://d-nb.info/gnd/11549393X,http://www.wikidata.org/entity/Q7245023,https://be.wikipedia.org/wiki/\u0412\u0456\u043a\u0442\u0430\u0440_\u041c\u0456\u043a\u0456\u0442\u0430\u0432\u0456\u0447_\u041b\u0430\u0437\u0430\u0440\u0430\u045e
Lecchini Giovannoni S.,"Lecchini Giovannoni, Simona",http://viaf.org/viaf/2023429,http://id.loc.gov/authorities/names/no89004704,http://isni.org/isni/0000000117368790,,,,
Lehmann M.J.,"Lehmann, Jennifer M., 1956-....",http://viaf.org/viaf/51793136,http://id.loc.gov/authorities/names/n92074456,http://isni.org/isni/0000000083821517,http://catalogue.bnf.fr/ark:/12148/cb124946478,http://d-nb.info/gnd/172609968,,
Lempertz Heberle,Kunsthaus Lempertz,http://viaf.org/viaf/129656780,http://id.loc.gov/authorities/names/n82058500,http://isni.org/isni/0000000121702771,http://catalogue.bnf.fr/ark:/12148/cb135089256,http://d-nb.info/gnd/2016687-4,http://www.wikidata.org/entity/Q1272748,https://de.wikipedia.org/wiki/Lempertz
Leonelli M.C.,"Léonelli, Marie-Claude",http://viaf.org/viaf/49247614,,http://isni.org/isni/0000000000269641,http://catalogue.bnf.fr/ark:/12148/cb12066281h,http://d-nb.info/gnd/188453059,,
Lilli V.,"Lilli, Virgilio",http://viaf.org/viaf/51720623,http://id.loc.gov/authorities/names/n82062985,http://isni.org/isni/0000000110622311,http://catalogue.bnf.fr/ark:/12148/cb12109405m,http://d-nb.info/gnd/119439255,http://www.wikidata.org/entity/Q4013916,https://it.wikipedia.org/wiki/Virgilio_Lilli
Litta P.,"Litta, Pompeo",http://viaf.org/viaf/54916402,http://id.loc.gov/authorities/names/nb2004312208,http://isni.org/isni/0000000061329468,http://catalogue.bnf.fr/ark:/12148/cb10476505v,http://d-nb.info/gnd/117068411,http://www.wikidata.org/entity/Q3907875,https://it.wikipedia.org/wiki/Pompeo_Litta_Biumi
Lloyd C.,"Lloyd, Christopher",http://viaf.org/viaf/101759078,http://id.loc.gov/authorities/names/n91038796,http://isni.org/isni/0000000080783340,http://catalogue.bnf.fr/ark:/12148/cb11913175z,http://d-nb.info/gnd/123918006,http://www.wikidata.org/entity/Q5112749,https://en.wikipedia.org/wiki/Christopher_Lloyd_(art_historian)
Longhi R.,"Longhi, Roberto",http://viaf.org/viaf/39380437,http://id.loc.gov/authorities/names/n81032431,http://isni.org/isni/0000000121287723,http://catalogue.bnf.fr/ark:/12148/cb11913297j,http://d-nb.info/gnd/118780433,http://www.wikidata.org/entity/Q1361667,https://azb.wikipedia.org/wiki/\u0631\u0648\u0628\u0631\u062a\u0648_\u0644\u0627\u0646\u0642\u06cc
Longhi r.,"Longhi, Roberto",http://viaf.org/viaf/39380437,http://id.loc.gov/authorities/names/n81032431,http://isni.org/isni/0000000121287723,http://catalogue.bnf.fr/ark:/12148/cb11913297j,http://d-nb.info/gnd/118780433,http://www.wikidata.org/entity/Q1361667,https://azb.wikipedia.org/wiki/\u0631\u0648\u0628\u0631\u062a\u0648_\u0644\u0627\u0646\u0642\u06cc
Lorenzetti G.,"Lorenzetti, Giulio, 1886-1951",http://viaf.org/viaf/14657605,http://id.loc.gov/authorities/names/nr95007991,http://isni.org/isni/0000000110214369,http://catalogue.bnf.fr/ark:/12148/cb135499885,http://d-nb.info/gnd/127781811,http://www.wikidata.org/entity/Q34304304,
Loss A.K.,Loss A.K.,,,,,,,
Luzio A.,"Luzio, Alessandro",http://viaf.org/viaf/22192883,http://id.loc.gov/authorities/names/n84081353,http://isni.org/isni/0000000120998179,http://catalogue.bnf.fr/ark:/12148/cb12222009s,http://d-nb.info/gnd/122323475,http://www.wikidata.org/entity/Q3610091,https://it.wikipedia.org/wiki/Alessandro_Luzio
López Rey J.,"López-Rey, José",http://viaf.org/viaf/51810697,http://id.loc.gov/authorities/names/n79055456,http://isni.org/isni/0000000122798744,http://catalogue.bnf.fr/ark:/12148/cb12621644d,http://d-nb.info/gnd/105621970X,http://www.wikidata.org/entity/Q16646304,https://es.wikipedia.org/wiki/Jos\u00e9_L\u00f3pez-Rey
Magagnato L.,"Magagnato, Licisco",http://viaf.org/viaf/68978674,http://id.loc.gov/authorities/names/n79054415,http://isni.org/isni/0000000116651842,http://catalogue.bnf.fr/ark:/12148/cb12211548m,http://d-nb.info/gnd/136787657,http://www.wikidata.org/entity/Q19997557,
Magnin J.,"Magnin, Jeanne",http://viaf.org/viaf/203060953,,,,,,
Magrini A.,"Magrini, Adolfo",http://viaf.org/viaf/195797232,,,,http://d-nb.info/gnd/189355751,,
Malaguzzi Valeri F.,"Malaguzzi Valeri, Francesco, 1867-1928",http://viaf.org/viaf/8467820,http://id.loc.gov/authorities/names/n87117726,http://isni.org/isni/0000000108681865,http://catalogue.bnf.fr/ark:/12148/cb10643174k,http://d-nb.info/gnd/129533912,http://www.wikidata.org/entity/Q19753857,https://it.wikipedia.org/wiki/Francesco_Malaguzzi_Valeri
Mallé L.,"Mallé, Luigi",http://viaf.org/viaf/170735044,http://id.loc.gov/authorities/names/n85019383,http://isni.org/isni/0000000386890560,http://catalogue.bnf.fr/ark:/12148/cb13086234j,http://d-nb.info/gnd/1011579693,http://www.wikidata.org/entity/Q43776018,
Malvasia C.C.,"Malvasia, Carlo Cesare, 1616-1693",http://viaf.org/viaf/41912339,http://id.loc.gov/authorities/names/n80032248,http://isni.org/isni/0000000083431551,http://catalogue.bnf.fr/ark:/12148/cb123359039,http://d-nb.info/gnd/122440676,http://www.wikidata.org/entity/Q1160847,https://de.wikipedia.org/wiki/Carlo_Cesare_Malvasia
Mancini F.F.,"Mancini, Francesco Federico",http://viaf.org/viaf/93466117,http://id.loc.gov/authorities/names/n84059058,http://isni.org/isni/0000000081660422,http://catalogue.bnf.fr/ark:/12148/cb14531106s,,,
Mancini V.,"Mancini, Vincenzo",http://viaf.org/viaf/5105501,http://id.loc.gov/authorities/names/nr95009885,http://isni.org/isni/0000000061503286,http://catalogue.bnf.fr/ark:/12148/cb13608153d,http://d-nb.info/gnd/137279035,,
Manni G.,"Manni, Graziano",http://viaf.org/viaf/29650928,http://id.loc.gov/authorities/names/n85370949,http://isni.org/isni/000000006127716X,http://catalogue.bnf.fr/ark:/12148/cb12572450w,,,
Manning R.L.,"Manning, Robert L.",http://viaf.org/viaf/263498464,,,,,,
Mannini M.P.,"Mannini, Maria Pia",http://viaf.org/viaf/19860038,http://id.loc.gov/authorities/names/n81077725,http://isni.org/isni/000000008099149X,http://catalogue.bnf.fr/ark:/12148/cb137509051,http://d-nb.info/gnd/1056603984,,
Marabottini A.,"Marabottini, Alessandro.",http://viaf.org/viaf/79133958,http://id.loc.gov/authorities/names/n80038346,http://isni.org/isni/000000011576110X,http://catalogue.bnf.fr/ark:/12148/cb12923675p,http://d-nb.info/gnd/12052757X,,
Marciari J.,"Marciari, John.",http://viaf.org/viaf/199517755,http://id.loc.gov/authorities/names/nr98015564,,http://catalogue.bnf.fr/ark:/12148/cb15549943g,http://d-nb.info/gnd/132293994,,
Mariacher G.,"Mariacher, Giovanni.",http://viaf.org/viaf/29612969,http://id.loc.gov/authorities/names/n80038220,http://isni.org/isni/0000000108835289,http://catalogue.bnf.fr/ark:/12148/cb123730871,http://d-nb.info/gnd/1067689982,http://www.wikidata.org/entity/Q3767681,https://it.wikipedia.org/wiki/Giovanni_Mariacher
Mariani Canova G.,"Mariani Canova, Giordana",http://viaf.org/viaf/46797700,http://id.loc.gov/authorities/names/n79056060,http://isni.org/isni/0000000108957438,http://catalogue.bnf.fr/ark:/12148/cb121461005,http://d-nb.info/gnd/135806577,,
Marinelli S.,"Marinelli, Sergio, 1950-",http://viaf.org/viaf/39418895,http://id.loc.gov/authorities/names/n84127373,http://isni.org/isni/0000000374561209,http://catalogue.bnf.fr/ark:/12148/cb12173564d,http://d-nb.info/gnd/132149257,,
Marini P.,"Marini, Paola",http://viaf.org/viaf/49277429,http://id.loc.gov/authorities/names/n81021347,http://isni.org/isni/0000000063004499,http://catalogue.bnf.fr/ark:/12148/cb122270733,http://d-nb.info/gnd/132149273,,
Marini R.,"Marini, Remigio",http://viaf.org/viaf/21982122,http://id.loc.gov/authorities/names/nr00025923,http://isni.org/isni/0000000108776493,FRBNF110243254,,,
Marshall D.R.,"Marshall, David Ryley",http://viaf.org/viaf/94228151,http://id.loc.gov/authorities/names/nr94002365,http://isni.org/isni/0000000082815262,http://catalogue.bnf.fr/ark:/12148/cb16975164q,,,
Martinelli Braglia G.,"Martinelli Braglia, Graziella",http://viaf.org/viaf/72575208,http://id.loc.gov/authorities/names/n82257271,http://isni.org/isni/0000000023680011,,http://d-nb.info/gnd/133197050,,
Martini A.,"Martini, Alberto",http://viaf.org/viaf/160658181,,http://isni.org/isni/0000000453027987,,,,
Masetti A.R.,"Calderoni Masetti, Anna Rosa.",http://viaf.org/viaf/29581147,http://id.loc.gov/authorities/names/n80040790,http://isni.org/isni/0000000116137114,http://catalogue.bnf.fr/ark:/12148/cb12199202w,http://d-nb.info/gnd/133548538,,
Masini A.,"Masini, Antonio di Paolo",http://viaf.org/viaf/42182314,http://id.loc.gov/authorities/names/n87883914,http://isni.org/isni/0000000066298496,,http://d-nb.info/gnd/136126529,http://www.wikidata.org/entity/Q16268508,https://it.wikipedia.org/wiki/Antonio_Masini
Mason Rinaldi S.,"Mason-Rinaldi, Stefania",http://viaf.org/viaf/35649107,http://id.loc.gov/authorities/names/n84155959,http://isni.org/isni/0000000083723917,http://catalogue.bnf.fr/ark:/12148/cb136000625,http://d-nb.info/gnd/133573702,,
Massari S.,"Massari, Stefania",http://viaf.org/viaf/68941588,http://id.loc.gov/authorities/names/n79024456,http://isni.org/isni/000000011768577X,http://catalogue.bnf.fr/ark:/12148/cb12018953n,http://d-nb.info/gnd/1127054864,,
Matteucci D.,"Matteucci, Daniela",http://viaf.org/viaf/26767647,http://id.loc.gov/authorities/names/no2004007525,http://isni.org/isni/0000000048560905,,,,
Matthiesen Fine Art Ltd,Matthiesen Fine Art Ltd,http://viaf.org/viaf/152523584,http://id.loc.gov/authorities/names/n85819933,http://isni.org/isni/0000000123252524,http://catalogue.bnf.fr/ark:/12148/cb135200732,http://d-nb.info/gnd/1085755266,http://www.wikidata.org/entity/Q18177256,"https://en.wikipedia.org/wiki/Matthiesen_Gallery,_London"
Mauceri E.,"Mauceri, Enrico, 1869-1966",http://viaf.org/viaf/15652521,http://id.loc.gov/authorities/names/n85109945,http://isni.org/isni/000000008076457X,http://catalogue.bnf.fr/ark:/12148/cb12769134n,http://d-nb.info/gnd/122438272,http://www.wikidata.org/entity/Q3725904,https://it.wikipedia.org/wiki/Enrico_Mauceri
Mayer A.L.,"Mayer, August Liebmann, 1885-1944",http://viaf.org/viaf/102317582,http://id.loc.gov/authorities/names/nr88011775,http://isni.org/isni/0000000115794139,http://catalogue.bnf.fr/ark:/12148/cb10572156v,http://d-nb.info/gnd/117542563,http://www.wikidata.org/entity/Q762753,https://de.wikipedia.org/wiki/August_Liebmann_Mayer
Mazza A.,"Mazza, Angelo",http://viaf.org/viaf/5092465,http://id.loc.gov/authorities/names/n82141418,http://isni.org/isni/000000008076182X,http://catalogue.bnf.fr/ark:/12148/cb13530889v,http://d-nb.info/gnd/131768921,,
Mazzi M.C.,"Mazzi, Maria Cecilia",http://viaf.org/viaf/164660026,http://id.loc.gov/authorities/names/n83141386,http://isni.org/isni/0000000385949823,http://catalogue.bnf.fr/ark:/12148/cb13592934k,http://d-nb.info/gnd/134264258,,
Mazzotti G.,"Mazzotti, Giuseppe",http://viaf.org/viaf/92151280,http://id.loc.gov/authorities/names/nr98021685,http://isni.org/isni/0000000108033200,http://catalogue.bnf.fr/ark:/12148/cb14486246c,http://d-nb.info/gnd/124220894,http://www.wikidata.org/entity/Q51184,https://it.wikipedia.org/wiki/Giuseppe_Mazzotti
Meloni Trukulia S.,"Meloni Trkulja, Silvia",http://viaf.org/viaf/7553901,http://id.loc.gov/authorities/names/n83199989,http://isni.org/isni/0000000093382837,http://catalogue.bnf.fr/ark:/12148/cb13559649n,http://d-nb.info/gnd/136605443,,
Menegazzi L.,"Menegazzi, Luigi",http://viaf.org/viaf/79141446,http://id.loc.gov/authorities/names/n82101750,http://isni.org/isni/000000006126238X,http://catalogue.bnf.fr/ark:/12148/cb13186547w,http://d-nb.info/gnd/13708871X,,
Mezzetti A.,"Mezzetti, Amalia",http://viaf.org/viaf/60551522,http://id.loc.gov/authorities/names/n85813594,http://isni.org/isni/0000000080774970,,http://d-nb.info/gnd/138264333,,
Middeldorf U.,"Middeldorf, Ulrich",http://viaf.org/viaf/37041360,http://id.loc.gov/authorities/names/n80128603,http://isni.org/isni/0000000110330853,http://catalogue.bnf.fr/ark:/12148/cb127231451,http://d-nb.info/gnd/118733788,http://www.wikidata.org/entity/Q1715096,https://de.wikipedia.org/wiki/Ulrich_Middeldorf
Mikuz M.,Mikuz M.,,,,,,,
Milantoni G.,"Milantoni, Gabriello",http://viaf.org/viaf/75182809,http://id.loc.gov/authorities/names/n81130286,http://isni.org/isni/0000000066316922,,http://d-nb.info/gnd/136275168,,
Mireur H.,"Mireur, Hippolyte, 1841-1914",http://viaf.org/viaf/54214047,http://id.loc.gov/authorities/names/nr89015398,http://isni.org/isni/0000000109023012,http://catalogue.bnf.fr/ark:/12148/cb123066889,,http://www.wikidata.org/entity/Q19997531,
Mochi Onori L.,"Mochi Onori, Lorenza",http://viaf.org/viaf/32172365,http://id.loc.gov/authorities/names/n83230122,http://isni.org/isni/000000006152137X,http://catalogue.bnf.fr/ark:/12148/cb136113822,,,
Modigliani E.,"Modigliani, Ettore",http://viaf.org/viaf/5313337,http://id.loc.gov/authorities/names/nr99003606,http://isni.org/isni/0000000108656125,http://catalogue.bnf.fr/ark:/12148/cb129246241,http://d-nb.info/gnd/1050480686,http://www.wikidata.org/entity/Q3733971,https://en.wikipedia.org/wiki/Ettore_Modigliani
Mognetti E.,"Mognetti, Elisabeth",http://viaf.org/viaf/71395132,http://id.loc.gov/authorities/names/n84080909,http://isni.org/isni/0000000059270508,http://catalogue.bnf.fr/ark:/12148/cb119163726,http://d-nb.info/gnd/188357912,http://www.wikidata.org/entity/Q42326644,
Mojzer M.,"Mojzer, Mikl&#xF3;s.",http://viaf.org/viaf/25018114,http://id.loc.gov/authorities/names/n84218039,http://isni.org/isni/000000010880575X,http://catalogue.bnf.fr/ark:/12148/cb13489549t,http://d-nb.info/gnd/119195666,http://www.wikidata.org/entity/Q1178442,https://hu.wikipedia.org/wiki/Mojzer_Mikl\u00c3\u00b3s
Molajoli B.,"Molajoli, Bruno",http://viaf.org/viaf/111931339,http://id.loc.gov/authorities/names/n86048513,http://isni.org/isni/0000000110328948,http://catalogue.bnf.fr/ark:/12148/cb128392036,http://d-nb.info/gnd/1117049892,http://www.wikidata.org/entity/Q3645846,https://it.wikipedia.org/wiki/Bruno_Molajoli
Moliterni R.,Moliterni R.,,,,,,,
Morandotti A.,"Morandotti, Alessandro",http://viaf.org/viaf/2622133,http://id.loc.gov/authorities/names/n79049620,http://isni.org/isni/0000000108633249,http://catalogue.bnf.fr/ark:/12148/cb13481187b,http://d-nb.info/gnd/136038832,,
Morassi A.,"Morassi, Antonio",http://viaf.org/viaf/110466391,http://id.loc.gov/authorities/names/n79084184,http://isni.org/isni/0000000109346495,http://catalogue.bnf.fr/ark:/12148/cb125134261,http://d-nb.info/gnd/122777522,http://www.wikidata.org/entity/Q19997480,https://fr.wikipedia.org/wiki/Antonio_Morassi
Morelli G.,"Morelli, Giovanni",http://viaf.org/viaf/2565685,http://id.loc.gov/authorities/names/n87903490,http://isni.org/isni/0000000107964863,http://catalogue.bnf.fr/ark:/12148/cb12444393k,http://d-nb.info/gnd/11873685X,http://www.wikidata.org/entity/Q923703,https://be.wikipedia.org/wiki/\u0414\u0436\u0430\u0432\u0430\u043d\u0456_\u041c\u0430\u0440\u044d\u043b\u0456
Moro F.,"Moro, Franco",http://viaf.org/viaf/51815845,http://id.loc.gov/authorities/names/nr90017148,http://isni.org/isni/0000000055125485,http://catalogue.bnf.fr/ark:/12148/cb127431772,http://d-nb.info/gnd/137153228,,
Moschetti A.,"Moschetti, Alessandro, sec. XIX",http://viaf.org/viaf/54053785,http://id.loc.gov/authorities/names/nr97016393,http://isni.org/isni/0000000049453239,,,,
Moschini Marconi S.,"Moschini Marconi, Sandra",http://viaf.org/viaf/63890830,http://id.loc.gov/authorities/names/nr94025590,http://isni.org/isni/0000000117307488,,,,
Moschini V.,"Moschini, Vittorio.",http://viaf.org/viaf/44450598,http://id.loc.gov/authorities/names/nr96028565,http://isni.org/isni/0000000117607333,http://catalogue.bnf.fr/ark:/12148/cb13484520w,http://d-nb.info/gnd/1067945032,http://www.wikidata.org/entity/Q16271569,https://it.wikipedia.org/wiki/Vittorio_Moschini
Mottola Molfino A.,"Mottola Molfino, Alessandra",http://viaf.org/viaf/49315115,http://id.loc.gov/authorities/names/n85065642,http://isni.org/isni/0000000081277298,http://catalogue.bnf.fr/ark:/12148/cb124262178,http://d-nb.info/gnd/142626783,,
Mucsi A.,"Mucsi, Andr&#xE1;s, 1929-1994",http://viaf.org/viaf/59497752,http://id.loc.gov/authorities/names/n82106038,http://isni.org/isni/0000000109064172,http://catalogue.bnf.fr/ark:/12148/cb127778616,http://d-nb.info/gnd/10332254X,http://www.wikidata.org/entity/Q1179717,https://hu.wikipedia.org/wiki/Mucsi_Andr\u00c3\u00a1s
Mulazzani G.,"Mulazzani, Germano.",http://viaf.org/viaf/24920,http://id.loc.gov/authorities/names/n80086387,http://isni.org/isni/0000000080787309,http://catalogue.bnf.fr/ark:/12148/cb12027530v,,,
Muraro M.,"Muraro, Michelangelo",http://viaf.org/viaf/61583803,http://id.loc.gov/authorities/names/n50031745,http://isni.org/isni/0000000110279023,http://catalogue.bnf.fr/ark:/12148/cb12148752j,http://d-nb.info/gnd/122093917,,
Museo nazionale di Capodimonte,Museo nazionale di Capodimonte,http://viaf.org/viaf/153512283,http://id.loc.gov/authorities/names/n79093843,http://isni.org/isni/0000000121885096,,http://d-nb.info/gnd/4285175-0,http://www.wikidata.org/entity/Q290549,https://ar.wikipedia.org/wiki/\u0645\u062a\u062d\u0641_\u0643\u0627\u0628\u0648\u062f\u064a\u0645\u0648\u0646\u062a\u064a_\u0627\u0644\u0648\u0637\u0646\u064a
Museu del Prado,Museo del Prado,http://viaf.org/viaf/147181932,http://id.loc.gov/authorities/names/n79064568,http://isni.org/isni/0000000122942419,http://catalogue.bnf.fr/ark:/12148/cb118666032,http://d-nb.info/gnd/116443-0,http://www.wikidata.org/entity/Q160112,https://an.wikipedia.org/wiki/Museu_Nacional_d'o_Prado
Musée des beaux-arts <Lilla>,Palais des beaux-arts Lille,http://viaf.org/viaf/160967235,http://id.loc.gov/authorities/names/n50051171,http://isni.org/isni/0000000121800064,http://catalogue.bnf.fr/ark:/12148/cb11864965z,,http://www.wikidata.org/entity/Q2628596,https://en.wikipedia.org/wiki/Palais_des_Beaux-Arts_de_Lille
Muzzi A.,"Muzzi, Antonio, 1815-1894",http://viaf.org/viaf/15043932,http://id.loc.gov/authorities/names/nr99036515,http://isni.org/isni/0000000066341992,http://catalogue.bnf.fr/ark:/12148/cb14968679c,http://d-nb.info/gnd/122921151,http://www.wikidata.org/entity/Q21055341,https://en.wikipedia.org/wiki/Antonio_Muzzi
Muñoz A.,"Muñoz, Antonio",http://viaf.org/viaf/140062,http://id.loc.gov/authorities/names/n85101793,http://isni.org/isni/0000000108615649,http://catalogue.bnf.fr/ark:/12148/cb128985736,http://d-nb.info/gnd/117186058,http://www.wikidata.org/entity/Q3619936,https://it.wikipedia.org/wiki/Antonio_Mu\u00c3\u00b1oz
Natale M.,"Natale, Mauro",http://viaf.org/viaf/59151288,http://id.loc.gov/authorities/names/n80101326,http://isni.org/isni/0000000061331496,http://catalogue.bnf.fr/ark:/12148/cb12312102m,http://d-nb.info/gnd/132590050,,
Natura morta,Natura morta,,,,,,,
Nebbia U.,"Nebbia, Ugo",http://viaf.org/viaf/66964944,http://id.loc.gov/authorities/names/no2017041292,,http://catalogue.bnf.fr/ark:/12148/cb10222890d,,http://www.wikidata.org/entity/Q17328842,https://it.wikipedia.org/wiki/Ugo_Nebbia
