zeriArtist,zeriArtwork,wdArtwork,avg,zeriLabel,wdLabel,include
https://w3id.org/zericatalog/person/781/baglione-giovanni,http://purl.org/emmedi/mauth/zeri/artwork/31733,http://www.wikidata.org/entity/Q18573503,54,"Opera d'arte ""Baglione Giovanni , Resurrezione di Cristo"" ",Resurrection of Christ,Y
https://w3id.org/zericatalog/person/14951/elsheimer-adam,http://purl.org/emmedi/mauth/zeri/artwork/35898,http://www.wikidata.org/entity/Q2381716,74,"Opera d'arte ""Elsheimer Adam , Fuga in Egitto"" ",Fuga in Egitto,Y
https://w3id.org/zericatalog/person/81/agnolo-di-cosimo,http://purl.org/emmedi/mauth/zeri/artwork/38420,http://www.wikidata.org/entity/Q1328065,53,"Opera d'arte ""Agnolo di Cosimo , Ritratto di Piero de' Medici"" ",Portrait d'Eleanor of Toledo et son fils Giovanni de' Medici,N
https://w3id.org/zericatalog/person/81/agnolo-di-cosimo,http://purl.org/emmedi/mauth/zeri/artwork/38420,http://www.wikidata.org/entity/Q1328065,53,"Opera d'arte ""Agnolo di Cosimo , Ritratto di Piero de' Medici"" ",Ritratto di Eleonora di Toledo col figlio Giovanni de' Medici,N
https://w3id.org/zericatalog/person/355/andrea-dagnolo,http://purl.org/emmedi/mauth/zeri/artwork/38743,http://www.wikidata.org/entity/Q1241129,53,"Opera d'arte ""Andrea d'Agnolo , Annunciazione"" ",Annunciation,Y
https://w3id.org/zericatalog/person/355/andrea-dagnolo,http://purl.org/emmedi/mauth/zeri/artwork/38743,http://www.wikidata.org/entity/Q1241129,53,"Opera d'arte ""Andrea d'Agnolo , Annunciazione"" ",Annunciazione di San Gallo,Y
https://w3id.org/zericatalog/person/1082/bartolomeo-della-porta,http://purl.org/emmedi/mauth/zeri/artwork/36650,http://www.wikidata.org/entity/Q3685123,68,"Opera d'arte ""Paolo di Bernardino di Signoraccio , Compianto sul Cristo morto con san Domenico e san Tommaso d'Aquino"" ",Compianto sul Cristo morto,Y
https://w3id.org/zericatalog/person/2116/bril-paul,http://purl.org/emmedi/mauth/zeri/artwork/33085,http://www.wikidata.org/entity/Q17330411,54,"Opera d'arte ""Bril Paul , Paesaggio"" ",Paesaggio d'inverno,N
https://w3id.org/zericatalog/person/2116/bril-paul,http://purl.org/emmedi/mauth/zeri/artwork/32988,http://www.wikidata.org/entity/Q17330411,54,"Opera d'arte ""Bril Paul , Paesaggio con satiri e ninfe"" ",Paesaggio d'inverno,N
https://w3id.org/zericatalog/person/9192/sanzio-raffaello,http://purl.org/emmedi/mauth/zeri/artwork/29028,http://www.wikidata.org/entity/Q249449,53,"Opera d'arte ""Sanzio Raffaello , Cristo crocifisso tra san Sebastiano e san Rocco, Creazione di Eva"" ",Stanze di Raffaello,N
https://w3id.org/zericatalog/person/14951/elsheimer-adam,http://purl.org/emmedi/mauth/zeri/artwork/35869,http://www.wikidata.org/entity/Q2381716,67,"Opera d'arte ""Elsheimer Adam , Paesaggio con fuga in Egitto"" ",Fuga in Egitto,Y
https://w3id.org/zericatalog/person/9192/sanzio-raffaello,http://purl.org/emmedi/mauth/zeri/artwork/29099,http://www.wikidata.org/entity/Q249449,54,"Opera d'arte ""Sanzio Raffaello , Madonna con Bambino e san Giovannino"" ",Stanze di Raffaello,N
https://w3id.org/zericatalog/person/81/agnolo-di-cosimo,http://purl.org/emmedi/mauth/zeri/artwork/38410,http://www.wikidata.org/entity/Q1328065,55,"Opera d'arte ""Agnolo di Cosimo , Ritratto di giovane donna con il figlio"" ",Ritratto di Eleonora di Toledo col figlio Giovanni de' Medici,N
https://w3id.org/zericatalog/person/6892/mazzola-francesco,http://purl.org/emmedi/mauth/zeri/artwork/40362,http://www.wikidata.org/entity/Q282277,53,"Opera d'arte ""Sabatini Lorenzo , Circoncisione di Gesù"" ",Circoncision de Jésus,N
https://w3id.org/zericatalog/person/6892/mazzola-francesco,http://purl.org/emmedi/mauth/zeri/artwork/40362,http://www.wikidata.org/entity/Q282277,78,"Opera d'arte ""Sabatini Lorenzo , Circoncisione di Gesù"" ",Circoncisione di Gesù,N
https://w3id.org/zericatalog/person/2116/bril-paul,http://purl.org/emmedi/mauth/zeri/artwork/33090,http://www.wikidata.org/entity/Q17330411,54,"Opera d'arte ""Bril Paul , Paesaggio con pastori"" ",Paesaggio d'inverno,N
https://w3id.org/zericatalog/person/8827/robusti-jacopo,http://purl.org/emmedi/mauth/zeri/artwork/47074,http://www.wikidata.org/entity/Q490312,72,"Opera d'arte ""Anonimo , Crocifissione di Cristo"" ",Crocifissione,N
https://w3id.org/zericatalog/person/2224/buonarroti-michelangelo,http://purl.org/emmedi/mauth/zeri/artwork/16582,http://www.wikidata.org/entity/Q179900,51,"Opera d'arte ""Buonarroti Michelangelo , Daniele"" , (elemento d'insieme)",Michelangelo Dávid-szobra,N
https://w3id.org/zericatalog/person/2224/buonarroti-michelangelo,http://purl.org/emmedi/mauth/zeri/artwork/16582,http://www.wikidata.org/entity/Q235242,52,"Opera d'arte ""Buonarroti Michelangelo , Daniele"" , (elemento d'insieme)",Pietà van Michelangelo,N
https://w3id.org/zericatalog/person/2776/carucci-iacopo,http://purl.org/emmedi/mauth/zeri/artwork/38538,http://www.wikidata.org/entity/Q1237596,70,"Opera d'arte ""Carucci Iacopo , Vertumno e Pomona"" ",Vertumno eta Pomona,Y
https://w3id.org/zericatalog/person/2776/carucci-iacopo,http://purl.org/emmedi/mauth/zeri/artwork/38538,http://www.wikidata.org/entity/Q1237596,55,"Opera d'arte ""Carucci Iacopo , Vertumno e Pomona"" ",Vertumnus and Pomona,Y
https://w3id.org/zericatalog/person/2776/carucci-iacopo,http://purl.org/emmedi/mauth/zeri/artwork/38538,http://www.wikidata.org/entity/Q1237596,57,"Opera d'arte ""Carucci Iacopo , Vertumno e Pomona"" ",Vertumnus et Pomona,Y
https://w3id.org/zericatalog/person/2776/carucci-iacopo,http://purl.org/emmedi/mauth/zeri/artwork/38538,http://www.wikidata.org/entity/Q1237596,55,"Opera d'arte ""Carucci Iacopo , Vertumno e Pomona"" ",Vertumne et Pomone,Y
https://w3id.org/zericatalog/person/2776/carucci-iacopo,http://purl.org/emmedi/mauth/zeri/artwork/38538,http://www.wikidata.org/entity/Q1237596,59,"Opera d'arte ""Carucci Iacopo , Vertumno e Pomona"" ",Vertumne i Pomona,Y
https://w3id.org/zericatalog/person/2776/carucci-iacopo,http://purl.org/emmedi/mauth/zeri/artwork/38538,http://www.wikidata.org/entity/Q1237596,76,"Opera d'arte ""Carucci Iacopo , Vertumno e Pomona"" ",Vertumno e Pomona,Y
https://w3id.org/zericatalog/person/9583/solario-andrea,http://purl.org/emmedi/mauth/zeri/artwork/34858,http://www.wikidata.org/entity/Q3985176,71,"Opera d'arte ""Solario Andrea , Salome con la testa di san Giovanni Battista"" ",Testa di Giovanni Battista,Y
https://w3id.org/zericatalog/person/270/allori-alessandro,http://purl.org/emmedi/mauth/zeri/artwork/37576,http://www.wikidata.org/entity/Q3937474,51,"Opera d'arte ""Allori Alessandro , Ritratto di giovane uomo"" ",Ritratto di Bianca Cappello,N
https://w3id.org/zericatalog/person/81/agnolo-di-cosimo,http://purl.org/emmedi/mauth/zeri/artwork/38155,http://www.wikidata.org/entity/Q1328065,51,"Opera d'arte ""Anonimo fiorentino sec. XVI , Ritratto di Francesco I de' Medici"" ",Ritratto di Eleonora di Toledo col figlio Giovanni de' Medici,N
https://w3id.org/zericatalog/person/81/agnolo-di-cosimo,http://purl.org/emmedi/mauth/zeri/artwork/58241,http://www.wikidata.org/entity/Q1328065,51,"Opera d'arte ""Agnolo di Cosimo , Ritratto di Giuliano de' Medici"" , (elemento d'insieme)",Portrait d'Eleanor of Toledo et son fils Giovanni de' Medici,N
https://w3id.org/zericatalog/person/81/agnolo-di-cosimo,http://purl.org/emmedi/mauth/zeri/artwork/58241,http://www.wikidata.org/entity/Q1328065,55,"Opera d'arte ""Agnolo di Cosimo , Ritratto di Giuliano de' Medici"" , (elemento d'insieme)",Ritratto di Eleonora di Toledo col figlio Giovanni de' Medici,N
https://w3id.org/zericatalog/person/2116/bril-paul,http://purl.org/emmedi/mauth/zeri/artwork/32819,http://www.wikidata.org/entity/Q17330411,54,"Opera d'arte ""Bril Paul , Paesaggio con pastori"" ",Paesaggio d'inverno,N
https://w3id.org/zericatalog/person/9192/sanzio-raffaello,http://purl.org/emmedi/mauth/zeri/artwork/29090,http://www.wikidata.org/entity/Q249449,54,"Opera d'arte ""Sanzio Raffaello , Madonna con Bambino e san Giovannino"" ",Stanze di Raffaello,N
https://w3id.org/zericatalog/person/9192/sanzio-raffaello,http://purl.org/emmedi/mauth/zeri/artwork/30139,http://www.wikidata.org/entity/Q249449,52,"Opera d'arte ""Sanzio Raffaello , Fortezza, Prudenza, Temperanza"" , (elemento d'insieme)",Stanze di Raffaello,N
https://w3id.org/zericatalog/person/355/andrea-dagnolo,http://purl.org/emmedi/mauth/zeri/artwork/39136,http://www.wikidata.org/entity/Q2790378,51,"Opera d'arte ""Andrea d'Agnolo , Cristo in pietà"" ",Cenacolo di Andrea del Sarto,N
https://w3id.org/zericatalog/person/15174/berruguete-alonso,http://purl.org/emmedi/mauth/zeri/artwork/39614,http://www.wikidata.org/entity/Q3842439,71,"Opera d'arte ""Berruguete Alonso , Madonna con Bambino"" ",Madonna col Bambino,N
https://w3id.org/zericatalog/person/9192/sanzio-raffaello,http://purl.org/emmedi/mauth/zeri/artwork/29261,http://www.wikidata.org/entity/Q249449,60,"Opera d'arte ""Sanzio Raffaello , Ritratto di giovane donna"" ",Stanze di Raffaello,N
https://w3id.org/zericatalog/person/2116/bril-paul,http://purl.org/emmedi/mauth/zeri/artwork/33012,http://www.wikidata.org/entity/Q17330411,51,"Opera d'arte ""Bril Paul , Paesaggio con san Francesco d'Assisi in preghiera"" ",Paesaggio d'inverno,N
https://w3id.org/zericatalog/person/9192/sanzio-raffaello,http://purl.org/emmedi/mauth/zeri/artwork/29014,http://www.wikidata.org/entity/Q249449,56,"Opera d'arte ""Sanzio Raffaello , Nascita di Maria Vergine"" , (elemento d'insieme)",Stanze di Raffaello,N
https://w3id.org/zericatalog/person/3389/conti-bernardino-de,http://purl.org/emmedi/mauth/zeri/artwork/35594,http://www.wikidata.org/entity/Q3937787,53,"Opera d'arte ""Conti Bernardino de' , Ritratto di prelato"" ",Ritratto virile,N
https://w3id.org/zericatalog/person/9192/sanzio-raffaello,http://purl.org/emmedi/mauth/zeri/artwork/38912,http://www.wikidata.org/entity/Q249449,53,"Opera d'arte ""Sanzio Raffaello , Peccato originale"" , (elemento d'insieme)",Stanze di Raffaello,N
https://w3id.org/zericatalog/person/81/agnolo-di-cosimo,http://purl.org/emmedi/mauth/zeri/artwork/38432,http://www.wikidata.org/entity/Q1328065,51,"Opera d'arte ""Agnolo di Cosimo , Ritratto di Giuliano de' Medici, Ritratto di papa Leone X"" , (elemento d'insieme)",Ritratto di Eleonora di Toledo col figlio Giovanni de' Medici,N
https://w3id.org/zericatalog/person/2224/buonarroti-michelangelo,http://purl.org/emmedi/mauth/zeri/artwork/16557,http://www.wikidata.org/entity/Q179900,53,"Opera d'arte ""Buonarroti Michelangelo , Conversione di san Paolo"" ",Michelangelo Dávid-szobra,N
https://w3id.org/zericatalog/person/2224/buonarroti-michelangelo,http://purl.org/emmedi/mauth/zeri/artwork/16557,http://www.wikidata.org/entity/Q235242,54,"Opera d'arte ""Buonarroti Michelangelo , Conversione di san Paolo"" ",Pietà van Michelangelo,N
https://w3id.org/zericatalog/person/9192/sanzio-raffaello,http://purl.org/emmedi/mauth/zeri/artwork/29213,http://www.wikidata.org/entity/Q249449,60,"Opera d'arte ""Sanzio Raffaello , Ritratto di Valerio Belli"" ",Stanze di Raffaello,N
